Course Code,Math,NS,CS,ES,ED
APS305H1,0,0,42.7,0,0
APS510H1,0,0,42.7,0,0
APS511H1,0,0,36.6,0,0
CHE488H1,0,0,48.8,0,0
JRE300H1,0,0,42.7,0,0
JRE410H1,0,0,36.6,0,0
TEP234H1,0,0,54.9,0,0
TEP343H1,0,0,24.4,0,0
TEP448H1,0,0,38.4,0,0
