Course Code,Math,NS,CS,ES,ED
APS420H1,0,0,36.6,0,0
APS440H1,0,0,42.7,0,0
CME259H1,0,0,25.6,0,17.1
FOR308H1,0,0,41.3,0,0
JRE420H1,0,0,42.7,0,0
TEP320H1,0,0,36.6,0,0
TEP321H1,0,0,36.6,0,0
TEP322H1,0,0,36.6,0,0
TEP324H1,0,0,36.6,0,0
TEP327H1,0,0,36.6,0,0
TEP440H1,0,0,42.7,0,0
TEP442H1,0,0,38.4,0,0
TEP444H1,0,0,35.4,0,0
TEP445H1,0,0,29.5,0,0
TEP447H1,0,0,38.4,0,0
