Course Code,Math,NS,CS,ES,ED
BPM232H1,0,0,30,0,0
BPM333H1,0,0,30,0,0
BPM338H1,0,0,30,0,0
CLA204H1,0,0,30,0,0
GGR124H1,0,0,30,0,0
PHL240H1,0,0,30,0,0
PHL244H1,0,0,30,0,0
POL101H1,0,0,30,0,0
RLG200H1,0,0,30,0,0
SOC100H1,0,0,30,0,0
